,CensusTract,rating,review_count,total_resturants,Mexican,American (New),Food Trucks,Cafes,Coffee & Tea,Italian,Breakfast & Brunch,Burgers,Japanese,Korean,American (Traditional),Mediterranean,Seafood,Chinese,Pizza,Sandwiches,Bakeries,Barbeque,Thai,Ramen,Tacos,Sushi Bars,Bars,Latin American,Asian Fusion,Filipino,Food Stands,Indian,French,Delis,Vegan,Vietnamese,Diners,Sports Bars,Middle Eastern,Persian/Iranian,Salad,Salvadoran,Cocktail Bars,Wine Bars,Chicken Wings,Street Vendors,Taiwanese,Creperies,Hot Dogs,Caribbean,Hawaiian,Brazilian,Southern,Soul Food,average resturant price,Unnamed: 0,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unnamed: 0.1,africanamerican138,africanamerican200,age_0_15_138,age_0_15_200,age_16_18_138,age_16_18_200,age_19_20_138,age_19_20_200,age_21_25_138,age_21_25_200,age_26_59_138,age_26_59_200,age_60_64_138,age_60_64_200,age_65up_138,age_65up_200,asian138,asian200,census_tract,female138,female200,latino138,latino200,male138,male200,multi_race138,nativeamerican138,nativeamerican200,other138,otherrace200,pacific_islander138,pacificislander200,service_area,two_more200,white138,white200,percent_bachelors,africanamericantotal,age_0_15_total,age_16_18_total,age_19_20_total,age_21_25_total,age_26_59_total,age_60_64_total,age_65up_total,asiantotal,femaletotal,latinototal,maletotal,multi_racetotal,nativeamericantotal,othertotal,pacific_islandertotal,whitetotal,total_pop,bachelors_percap,138_percap,200_percap,tract_group
PrivateWork,-0.02495193049576293,0.07240687900975963,-0.009878978578567291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004215648808098315,0.03928836727026902,0.04948292158035486,0.027903027894886048,0.37091294944887115,-0.28742398978970823,-0.18205298434614017,-0.08460723308455317,-0.033536190777062526,0.024577764021060086,-0.1944471809158221,-0.26131778536631156,-0.19973308489519298,-0.23413167768821908,-0.1331602459479722,0.25669358509474743,0.29074314212901925,-0.3368566300432609,0.13044876347006765,0.05521988984166106,0.19979271131256254,0.41107627616184733,-0.13409131593085732,0.1780288058390043,0.18107460258684377,0.019532187435626167,0.10571807113328506,-0.2509682852846343,-0.09177040631376786,0.006544727267878593,1.0,-0.6977574173857962,-0.4246095537180583,-0.07786439792227862,0.10129080092050693,0.060174201611174254,-0.009051279728289015,-0.0160156387655582,0.2895601203434879,0.28470796466786313,0.27336531778846124,0.2661919874630478,0.033115905670925753,0.07909649553968134,-0.030848011284680257,0.016623026079851534,0.2524476106040303,0.26010253020230784,0.14549920593653073,0.15230698751842117,0.10069894723972742,0.10714664948356165,-0.07034868835878928,-0.046988168645075594,-0.009570943969494566,0.22668059646720382,0.23552307480314333,0.31423995666110055,0.30908470037317926,0.2415129599249876,0.24925318140077793,-0.09232975643368786,0.08735974217789298,0.08736220753671563,0.12530245447965369,0.13583701008235358,0.106382166087703,0.11871624772968176,0.08357828476790767,-0.0929141487126785,-0.11852810082771423,-0.10198952957531429,-0.20295692510615435,-0.01287945676803846,0.2885149387157827,0.2704803841691548,0.05841629237082522,-0.005523157765609386,0.2575381123169945,0.14999280791941036,0.10467465826339924,-0.057256404975928266,0.23239006975051427,0.3120352091030317,0.24656862926815512,-0.09294756282809691,0.08813069459094187,0.13184388983825623,0.11387609937300142,-0.10947677365190048,0.2400686603153265,-0.20295692510615443,0.23467448438174124,0.24298883998094697,-0.009842800741281367
PublicWork,0.2753519916690639,-0.08934191433996144,-0.13526035354429689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2659786902246543,0.06507589913960536,0.03851764865085669,0.08769223763865125,-0.231556566588742,0.05053530499616929,0.25900892207447745,0.1161173943187975,0.1044430051669304,0.06259041181442294,0.27108684696049523,0.15420741246112182,0.06268370344220507,0.0010735931536176037,-0.05970989263154105,-0.24661753002956277,-0.2906460412276556,0.16561828770319195,-0.15312404583098294,0.16901612103456343,-0.1585522619059126,-0.2076072667372064,0.3016396990598274,-0.061556419808032975,-0.3285404251698825,-0.020316842395559805,-0.19330570622283272,0.006385240723952796,0.02883459088212884,0.008075826847831598,-0.6977574173857962,1.0,-0.3496620324026906,-0.017590324654064605,-0.01661737151456127,0.011288239485418416,0.12354419195169862,0.13292852289355386,-0.21307074970821144,-0.1935694284303242,-0.18684133518305687,-0.16861881590180824,0.09693653542680057,0.051538646282551955,0.1609019146733146,0.1170838940011462,-0.20985237550013897,-0.218285340202047,-0.1094974564152935,-0.1125190800653039,-0.07718639976118465,-0.08164064693641415,0.10555544763366183,0.0699510472167667,0.012699360147140687,-0.13790961921176645,-0.1435495477694425,-0.251923574213752,-0.2410090794879781,-0.1687475341567212,-0.1756758948865281,0.1547299551096018,-0.05576333057035935,-0.04153061060690534,-0.0953564688609711,-0.09670044865164962,-0.03424840148716267,-0.03545553971138824,0.04279733281551969,0.1514968670819525,0.05751534477670532,0.03456955472352671,0.04541724540995173,0.12877939452161605,-0.20368652996321732,-0.1775248287034152,0.07246674473726059,0.1379970734317857,-0.21528894246228686,-0.1116687775602258,-0.07995361432095743,0.08559745724703138,-0.1415297956120448,-0.246291650168881,-0.17313763484106337,0.15340545140377196,-0.04861647394057742,-0.09667193092266108,-0.035108938140486656,0.044680651748924397,-0.15746958386366589,0.045417245409951776,-0.15345349658780766,-0.15975739972341438,0.011042372875915162
SelfEmployed,-0.31474073923167106,0.013504202144876456,0.1850354254083439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33036242975388064,-0.13507968740290502,-0.11406487656559211,-0.14945867325372325,-0.18611376359570503,0.3068291669858405,-0.08542141557033117,-0.03457107610007655,-0.09460752887133182,-0.11031508254415484,-0.09023863894616407,0.1399443169940128,0.1793421117048303,0.29849393691478737,0.245763191368803,-0.022370918309337285,-0.012901969896712915,0.22583313733630225,0.028618119035785337,-0.28860215306890735,-0.05642154969776942,-0.2704213779347865,-0.20905266283566934,-0.15541434869848197,0.1835266785189707,0.0015106621619101763,0.10995458008681945,0.3159090305777006,0.08585087409403007,-0.019173404134841657,-0.4246095537180583,-0.3496620324026906,1.0,0.04376155608577771,-0.10760825475323488,-0.08944814688089513,-0.1419109881047076,-0.14476065596794174,-0.10417439999062228,-0.12320139011145806,-0.116933699079548,-0.1311972280868454,-0.16139087520268483,-0.16422878517730297,-0.15856437196516932,-0.16493837551058962,-0.058238926217683576,-0.0576208907648468,-0.046618174348209904,-0.05145952826023151,-0.030585249507579525,-0.03316498336525555,-0.03996747486406751,-0.025756426842114565,-0.0016483178575010873,-0.11604298780130184,-0.12075778219632065,-0.08650384964230087,-0.09387081679640162,-0.09628163539531376,-0.09796331273857356,-0.07182527951142076,-0.03929728413879016,-0.057030491924475346,-0.03760021929531052,-0.04894171480333658,-0.09798959180452324,-0.11267129753520436,-0.15972864451584337,-0.06728562680653147,0.08188741921180827,0.08901297492517682,0.19982375877130504,-0.14357273834529866,-0.11503183099332241,-0.1252568094942462,-0.1635792734066262,-0.16254371316644822,-0.05802528999527636,-0.049589965514748986,-0.03214959483231348,-0.03199670294840105,-0.11907176366067929,-0.09090358459550593,-0.09750500449420206,-0.06950804791943285,-0.04916018417870342,-0.044053168198433856,-0.10675717123154001,0.08613127891489998,-0.10887024639189187,0.19982375877130526,-0.10674214028440816,-0.10994663390746133,0.0006800511585589264
FamilyWork,-0.03124860912750902,0.049773919997239076,-0.01704939297453387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028785355735416157,0.012876354937325528,0.0035244665307528093,0.0212625378383878,-0.09800428003292085,0.08945968812867658,-0.045623580568934036,-0.021698589094285774,0.07304294227756904,-0.022756178416682756,0.026636698893135295,0.10652672518772552,0.07617633049893767,0.101526952808963,0.06555245244640982,-0.04372032779145847,-0.04881751404752429,0.08824006873334035,-0.0691304437045121,0.013122869908253391,-0.06195980235530068,-0.08713034892462451,0.029082585428990733,-0.008690404603202797,-0.056946715382458976,-0.017256717959137878,-0.0472879856352697,0.08214511087023882,-0.01580640195190239,0.005624675820444493,-0.07786439792227862,-0.017590324654064605,0.04376155608577771,1.0,-0.05847104333553987,-0.0323966241356108,-0.01680641492225351,-0.015846429305477333,-0.045835590201308736,-0.03549436885102273,-0.03553950526586791,-0.027067767109401505,-0.03305944195994444,-0.030912007383223382,-0.035141343987091685,-0.03714512605183411,-0.06901669419981005,-0.0680135622888972,-0.054275418179898484,-0.055438200956990306,-0.03523116879238042,-0.03728248071616597,-0.00936892165318805,-0.007900701106933816,-0.02329575073529384,-0.055854492080613216,-0.05172885429079309,-0.05775351363216085,-0.053105477201522,-0.059948423325735974,-0.05556011573364907,-0.02773065844781847,-0.046130720957235034,-0.04904082009997475,-0.06596276650643983,-0.07509545032157061,0.0417808237632055,0.04270890888762476,-0.02486277542072662,-0.024868277120133855,-0.0016866222120209828,0.001518043689167859,0.07129873776381403,-0.016291183383269726,-0.040493161798116045,-0.031007217917172862,-0.032013975218197745,-0.03633999390305868,-0.06860590400830677,-0.05515877686529282,-0.0365046963211483,-0.008557021149047654,-0.05371023756654112,-0.05523958605534049,-0.05764362982012726,-0.02621435096804285,-0.04809885986194827,-0.07137519465553395,0.042524812533367456,0.00012232927601052795,-0.05580676287221315,0.07129873776381387,-0.05803924410152434,-0.05376881879646855,-0.02210333357301921
Unemployment,0.035293974191673544,0.11827233693606519,-0.12164138485858901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011772663194514907,-0.07770705237302458,-0.08183927141570939,-0.07051485031413478,0.2871807608731226,-0.3121522545379234,0.25976654742476984,0.015180817763428962,-0.211755687860565,0.021239891998699717,-0.21963196266189045,-0.4690544257328095,-0.29378204366573407,-0.4053733437033604,-0.23028473139377326,0.4748292401593748,0.46546349395623576,-0.4526847993918029,0.37739455855142784,0.0706140100570883,0.3145452023605457,0.3430855003984738,-0.2603553128067168,0.2492949913240159,0.24298778647260758,0.13144493912521363,0.021132639873524466,-0.19609261273268577,0.0977969819699806,-0.25053858726388867,0.10129080092050693,-0.01661737151456127,-0.10760825475323488,-0.05847104333553987,1.0,0.05064327381453276,0.36015548865653296,0.34709892853756297,0.36854659660565386,0.3664634015720019,0.3853764857579046,0.38123607121784603,0.27711798616263034,0.3071952823902708,0.1935732334035552,0.22530014882535843,0.31667353038457696,0.3088960406248576,0.3830562897686895,0.36508835342794066,0.23756083425757996,0.2277864241678441,-0.04219198267272345,-0.05084683348643256,0.001895372349592155,0.3587435969787186,0.35277135646111113,0.3490262033794901,0.3494515172187822,0.361210185013979,0.3532452949455679,0.011302371401758035,0.33573106716042617,0.32565809431086223,0.2388695377348126,0.2372704672631605,0.10021221953654073,0.0806009461437552,0.1557823852372221,-0.014617373603900962,-0.1850996682685246,-0.2039030751552715,-0.43683318417514366,0.35323870028388366,0.36942947613602195,0.38460262174711285,0.2946726889891839,0.21126103696122578,0.31294028774793325,0.3742162167030467,0.23259303614050486,-0.047193701092099916,0.3565330350558444,0.35008261069688607,0.35774681175929623,-0.0031825759354090046,0.333283062373697,0.2394391827773519,0.08973312195584916,-0.19621844073436295,0.3582434477694539,-0.4368331841751444,0.3611093335986355,0.3540953581055727,0.004469407847311984
Unnamed: 0.1,0.7139374173648484,-0.07760819355288356,0.16407266910742854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9012625110524461,-0.03581104394524143,-0.06905638439147559,-0.0010384596844711744,-0.06791850064634881,-0.10183150454156867,0.346361177498157,-0.045596875900955985,-0.0035179744968923438,0.1224865390990508,-0.06201404476850562,-0.06534544555875361,0.007638257949690528,0.11767222456240077,0.1576000473442968,0.21181571855883266,0.15966109957455532,0.024248625252827956,0.01716844768306727,-0.11318918287203746,-0.1903450639693809,0.10877708752705782,-0.20902676720182176,-0.16082035480418003,0.18924500129812544,0.15127841321067714,0.14329761928862164,0.045902047608251804,-0.2097998840172968,-0.0651566860654114,0.060174201611174254,0.011288239485418416,-0.08944814688089513,-0.0323966241356108,0.05064327381453276,1.0,0.35223780738633353,0.34942147215446423,0.14288217767838993,0.10647096193820861,0.13321784724475072,0.09125898178200263,0.1596827580969589,0.1359554431474485,0.14995577773486393,0.13344814035819613,0.15792404761045145,0.11608987777686035,0.10116750106184635,0.056119026374179495,0.07190585280722725,0.036501381197477374,0.06935586900428303,0.05543414987353578,0.7139374173648477,0.17248947531021983,0.12877938495313676,0.08545441282989044,0.05139486227840486,0.1550461603780794,0.11223558211623041,0.10486354348336945,0.0807384723527686,0.057419009051802555,0.17497484733492152,0.1666423584943256,0.15433810419162572,0.1558260635212056,0.8882086266866159,0.07926237055880406,-0.10970573406980677,-0.13699723888796395,0.08826118212948077,0.3509350550927394,0.12396537497463743,0.11059803685585014,0.14731984812698093,0.14164337154492387,0.13396045218717811,0.07561541068743342,0.051766386285063984,0.06161382443254861,0.14841704908266176,0.06624343752301795,0.13133000233387404,0.09084891167430004,0.06893335699269768,0.17145953251242324,0.15599655028004117,-0.12543233200116352,0.14050139868091427,0.08826118212948056,0.16450314416415113,0.12105811824534068,0.7113220348300344
africanamerican138,0.19121632575059966,0.03279450078354673,-0.0980974692641999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3038789272057784,0.2021165072259463,0.15486184102102935,0.23085027755102494,0.1269861932931476,-0.3895655654495371,0.7955981680431514,-0.039563063570474954,-0.28047035289705086,-0.0024454890907158653,0.007664677399537751,-0.3349193031699762,-0.23590158041330792,-0.2740841597974269,-0.2210797837687117,0.35966939753856947,0.3169460027084088,-0.330411576482119,0.30816966555711955,0.029343860536236038,0.16357376323772896,0.28091980009883777,-0.09929514858486253,0.14852785318405667,0.18369922610014142,-0.05334630977751425,-0.03662871795618707,-0.19184411738481724,0.24711416573427938,-0.037019249073640376,-0.009051279728289015,0.12354419195169862,-0.1419109881047076,-0.01680641492225351,0.36015548865653296,0.35223780738633353,1.0,0.9972192114483379,0.5109600172032509,0.49015099112750743,0.5145826049976739,0.48771906522117364,0.3717399306029791,0.39399205544995203,0.27639500681989,0.3094203675834029,0.497926629300028,0.46351204562226245,0.5817756653569914,0.5399905257531952,0.372067134939987,0.34192568877580315,-0.08987602673655154,-0.09999086136073389,0.19121632575059935,0.5482787327481292,0.5176839111654652,0.3431345307007271,0.325126283414902,0.501814588861072,0.474182560582154,0.3046554522925197,0.3767034707637211,0.3752942865465539,0.5348986230852153,0.5256856913026372,0.11257609500310994,0.11214494628796656,0.43573802718010474,0.2802123303353625,-0.19630144562112534,-0.20691309632967778,-0.34068392458090585,0.9991633171742953,0.5024834955133943,0.5017768414594663,0.38538432951711327,0.2950765510801757,0.47913087890357425,0.5599826579525975,0.3557611627478861,-0.09581142803355354,0.5327973272929492,0.33367013292619163,0.4876475334077302,0.2919164031003342,0.3792633408138573,0.53307770590397,0.1129341286501818,-0.20281321830379062,0.512318856654172,-0.34068392458090596,0.5272905404223133,0.4979317466828062,0.19056054901463046
africanamerican200,0.18824407523239767,0.026492315088011052,-0.0999765851607339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30058773384674464,0.20359603356275163,0.1528064142782426,0.23559475546570277,0.11757000133095871,-0.38871820288204534,0.8114898319977186,-0.03834170984328647,-0.27867041565241224,-0.0027468098744454325,0.01738154603974203,-0.32891943632637477,-0.23060443428749663,-0.2686227395234574,-0.21636158726452964,0.3372849520798906,0.29999880582428573,-0.3227523911247934,0.30426668155930103,0.036735233266935126,0.15746842577262854,0.26779921589650535,-0.08200488806801244,0.14532199443099367,0.17176043916005973,-0.06340550312646835,-0.04406535379070233,-0.19288628866969407,0.24306684989685406,-0.025502152375879356,-0.0160156387655582,0.13292852289355386,-0.14476065596794174,-0.015846429305477333,0.34709892853756297,0.34942147215446423,0.9972192114483379,1.0,0.4951674174254376,0.480728670257264,0.500204946224358,0.47911860328747663,0.3569617245383466,0.3818212616333978,0.26447957245709036,0.29923713708226757,0.48374855023561186,0.4543220926073056,0.5699717069911177,0.5338934858323507,0.36743278838159077,0.34098624302612923,-0.09311049578228502,-0.10145372294084373,0.18824407523239736,0.5337936727254688,0.5092308143201726,0.32684418775885193,0.3131849986306744,0.48475489048545833,0.4627500527862795,0.3126303141260366,0.3576969559501053,0.3617796074340884,0.5337205360925361,0.5289115598183517,0.11294987734063672,0.1155043449959579,0.4334690312205973,0.29140751447758134,-0.1978348064930165,-0.20642857822265467,-0.3343071703727269,0.999432760182516,0.490050516792066,0.49052912090732853,0.3719755801934008,0.2840469633014616,0.4678217168630869,0.5514196979259758,0.3532363745280617,-0.09804830977320472,0.5216640628851676,0.31982032619059114,0.47371460570767354,0.3017205358955847,0.3630370505661082,0.5343099751361874,0.11498662490009229,-0.20320869832279398,0.4997783791983706,-0.3343071703727269,0.5114984378463904,0.487990797157447,0.1875950772771203
age_0_15_138,0.02808272781313198,0.1885623663726526,-0.1818039517387082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0923098325277248,0.28712518407527954,0.26808294884862366,0.2818837692718159,0.7098489658438896,-0.6817834175768139,0.21300513494817433,-0.08147530404523302,-0.3326924230124297,0.013603023093926516,-0.3382316460420563,-0.577633575203721,-0.4379022713467227,-0.5838204087638805,-0.49916918937394267,0.6690170011276588,0.6627060360645759,-0.7401270503646606,0.547556260421075,-0.08861196605048498,0.6058498920499261,0.7237737505267754,-0.379833767673521,0.42207050073947533,0.4702633937427965,-0.041386012444708374,0.10481721757702886,-0.41624188633622283,0.26545430325948777,-0.03276105766846694,0.2895601203434879,-0.21307074970821144,-0.10417439999062228,-0.045835590201308736,0.36854659660565386,0.14288217767838993,0.5109600172032509,0.4951674174254376,1.0,0.9783001740974677,0.9820594991658042,0.9602772485163048,0.6154538982253055,0.7106668946210648,0.44700299603306987,0.5504492178545752,0.8609211891196334,0.8713723697820694,0.7125272757260167,0.7387881624612476,0.46457555801167083,0.4781457655698252,0.01748461006870745,0.022905367801077606,0.028082727813131918,0.9387113279832341,0.9342102025941318,0.9688548693220865,0.9551689050508784,0.9254333887643175,0.9250395443676269,0.10478291978110792,0.41058261836949694,0.40528815607405905,0.5756317976999105,0.5529543510642028,0.2599769944179477,0.2455867592932235,0.2584221359458697,0.07560352966292547,-0.29528328790437625,-0.29704814317572303,-0.7097650841457209,0.5026454174324386,0.9937009459856359,0.9738813588962157,0.6700023417467377,0.50402915997826,0.8691531869748472,0.7304397577229254,0.4736242010730766,0.020597619670094693,0.93917927888081,0.9633089600366102,0.9278383831756106,0.08876326361219924,0.41135545201242246,0.5666661948296459,0.2532814345113921,-0.2970446602838424,0.9365401476772062,-0.7097650841457211,0.9352246054798413,0.9325833731420952,0.0273726933582879
age_0_15_200,-0.00335965649893544,0.19498400466133564,-0.21262269985936677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054461718487765036,0.32625664313654185,0.30364849378672687,0.32123067679867645,0.7477894584425879,-0.7160632909673298,0.2137693431751782,-0.07524967268760875,-0.34581885510457894,0.006808321748081417,-0.31088430211051943,-0.5898303449313282,-0.4453901463055034,-0.6123764767647083,-0.5267253341076157,0.6383846555228785,0.6468406580493274,-0.7670556941225763,0.5685367865692291,-0.06993290279011789,0.6411850501885488,0.7285022303972883,-0.33879366161632873,0.46034792823588744,0.440579631977131,-0.07114865118344829,0.06962321564390421,-0.44415554051800404,0.2617410124597213,0.003725005040350765,0.28470796466786313,-0.1935694284303242,-0.12320139011145806,-0.03549436885102273,0.3664634015720019,0.10647096193820861,0.49015099112750743,0.480728670257264,0.9783001740974677,1.0,0.9679418719104849,0.9813126410328216,0.5952465648728962,0.7022654448999909,0.4270972224237392,0.5395225458555194,0.83689292987755,0.8624509721097384,0.7104369449755161,0.7499474362914289,0.46127039557355987,0.48714377183325397,0.007301156443855836,0.01674076775032068,-0.0033596564989354146,0.916824534009765,0.9403305570202146,0.9520523340819885,0.964313277046574,0.9012910024859241,0.9268110410603565,0.10863779534667523,0.40523689725088835,0.42022898573730666,0.5604293372879336,0.552426998343723,0.2608756749198601,0.25765073184775494,0.23321526179671334,0.08849556262442701,-0.2994673450808351,-0.29550261127709765,-0.74462317641558,0.48531800342417913,0.9953567219288435,0.9790952169591854,0.656179268356361,0.4888642820746976,0.8538607874195951,0.7359729615433159,0.47737613748441005,0.012670872915747358,0.9330004571449677,0.9612538704685607,0.9182496407524503,0.09769348966919081,0.41685073883995716,0.5594274290673955,0.26045533051986985,-0.2979973667629238,0.9286703316696632,-0.7446231764155803,0.9121632064251227,0.9365887657196345,-0.0034631368521205108
